Customer,Churn,Card,Start_Date,Customer_Service_Calls,Credit_Limit,Total_Revolving_Balance,Average_Open_To_Buy,Average_Utilisation_Ratio,Age,Gender,Education,Marital_Status,Dependents,Income
739573308,No,Silver,2021-01-01,4,11309.0,0,11309.0,0.0,37.0,M,Graduate,Single,1,€80K - €100K
737135378,No,Silver,2019-04-01,3,2163.0,0,2163.0,0.0,55.0,F,MSc,Married,2,Less than €30K
726702241,No,Silver,2019-07-01,3,1438.3,0,1438.3,0.0,52.0,F,MSc,Single,2,Unknown
788695426,No,Silver,2020-01-01,1,2446.0,1763,683.0,0.721,54.0,F,Post LC,Single,4,Less than €30K
729372693,No,Silver,2020-01-01,2,7270.0,1835,5435.0,0.252,29.0,F,Unknown,,1,Unknown
803483970,No,Silver,2020-06-01,4,17126.0,1201,15925.0,0.07,40.0,M,Graduate,Married,3,€50K - €80K
720860168,No,Silver,2019-09-01,3,7037.0,0,7037.0,0.0,45.0,M,Unknown,Single,2,€30K - €50K
727618721,Yes,Silver,2019-12-01,1,3036.0,2517,519.0,0.829,45.0,F,MSc,Single,2,Less than €30K
800075777,No,Silver,2020-01-01,3,3111.0,2290,821.0,0.736,,F,Primary level,Married,4,€30K - €50K
720356762,No,Silver,2018-11-01,4,1438.3,818,620.3,0.569,58.0,F,Second level,Single,2,Less than €30K
719551709,No,Silver,2020-03-01,3,8206.0,763,7443.0,0.093,51.0,M,Unknown,Single,5,€80K - €100K
777873577,No,Silver,2020-03-01,1,9594.0,2517,7077.0,0.262,40.0,M,Unknown,Single,3,€50K - €80K
737899686,No,Silver,2020-04-01,2,2477.0,2123,354.0,0.857,44.0,M,Graduate,Single,3,€30K - €50K
739470271,No,Silver,2020-01-01,3,15942.0,0,15942.0,0.0,49.0,M,Graduate,,3,€50K - €80K
785796685,No,Silver,2019-10-01,2,11332.0,946,10386.0,0.083,49.0,M,Graduate,Married,2,€80K - €100K
772434425,No,Silver,2018-05-01,4,1438.3,0,1438.3,0.0,64.0,F,Second level,Married,1,€30K - €50K
728207302,No,Silver,2021-03-01,2,5140.0,2517,2623.0,0.49,39.0,M,Graduate,Married,2,€80K - €100K
719325903,No,Silver,2019-08-01,0,21592.0,1676,19916.0,0.078,54.0,M,PhD,Married,3,€100K +
778185711,Yes,Silver,2019-12-01,2,3719.0,2517,1202.0,0.677,57.0,F,PhD,Married,4,Less than €30K
770225527,No,Gold,2019-10-01,4,11176.0,2422,8754.0,0.217,50.0,F,Second level,Single,3,Less than €30K
732425993,No,Silver,2019-06-01,3,2927.0,1412,1515.0,0.482,50.0,F,Second level,Married,2,Less than €30K
817065298,No,Silver,2019-06-01,3,2157.0,1494,663.0,0.693,51.0,M,Graduate,Married,3,€50K - €80K
789174609,Yes,Silver,2020-11-01,5,2066.0,347,1719.0,0.168,34.0,F,MSc,Single,1,Less than €30K
730742632,No,Silver,2020-03-01,2,14310.0,694,13616.0,0.048,46.0,M,PhD,Single,2,€80K - €100K
815581284,No,Silver,2020-01-01,1,1925.0,1202,723.0,0.624,50.0,F,Unknown,Married,4,€30K - €50K
797963505,No,Silver,2021-02-01,4,3073.0,526,2547.0,0.171,35.0,F,Second level,Married,3,Less than €30K
826838959,No,Silver,2020-01-01,4,3602.0,2013,1589.0,0.559,55.0,F,Unknown,Married,2,Unknown
825637129,,Silver,2020-07-01,3,5924.0,1023,4901.0,0.173,37.0,M,PhD,Single,3,€50K - €80K
763490565,Yes,Gold,2020-08-01,6,34516.0,0,34516.0,0.0,45.0,M,Graduate,Single,4,€80K - €100K
809213378,No,Silver,2020-01-01,0,14418.0,0,14418.0,0.0,43.0,M,Second level,Single,2,€80K - €100K
759532266,No,Silver,2020-01-01,2,4944.0,1151,3793.0,0.233,51.0,F,Unknown,,4,Less than €30K
783750880,No,Silver,2020-06-01,1,2468.0,1850,618.0,0.75,42.0,F,Graduate,Divorced,2,€30K - €50K
715507148,No,Silver,2020-09-01,2,2725.0,2302,423.0,0.845,43.0,F,Unknown,Married,4,€30K - €50K
743841553,No,Silver,2020-09-01,2,2827.0,1896,931.0,0.671,46.0,F,Post LC,Single,4,€30K - €50K
817116478,No,Silver,2020-02-01,2,2411.0,1379,1032.0,0.572,52.0,F,Graduate,Single,1,Unknown
785094191,Yes,Silver,2020-01-01,2,6925.0,0,6925.0,0.0,50.0,M,Primary level,Single,3,€80K - €100K
776426240,No,Silver,2020-01-01,0,6509.0,2033,4476.0,0.312,47.0,M,Graduate,Single,1,€30K - €50K
790112040,No,Silver,2021-01-01,1,20101.0,1299,18802.0,0.065,36.0,M,Graduate,Single,1,€50K - €80K
744980574,No,Silver,2019-04-01,1,3250.0,0,3250.0,0.0,51.0,F,Unknown,Single,2,Less than €30K
792589872,No,Silver,2020-11-01,3,2778.0,2312,466.0,0.832,32.0,F,Second level,Married,0,Less than €30K
724577800,No,Silver,2020-01-01,3,2331.0,1709,622.0,0.733,38.0,F,Graduate,Single,2,€30K - €50K
790353395,No,Silver,2020-01-01,4,8500.0,2517,5983.0,0.296,36.0,F,Second level,Married,1,Unknown
751381541,No,Silver,2020-01-01,3,6867.0,776,6091.0,0.113,39.0,M,MSc,Married,3,€50K - €80K
798999719,No,Silver,2020-01-01,3,3562.0,2107,1455.0,0.592,49.0,F,Graduate,Single,4,Less than €30K
715010179,No,Silver,2020-01-01,2,6043.0,0,6043.0,0.0,54.0,M,MSc,Married,5,€30K - €50K
720745398,No,Silver,2020-10-01,2,2283.0,1053,1230.0,0.461,39.0,M,Post LC,Married,1,Less than €30K
757519016,No,Silver,2020-02-01,2,1502.0,0,1502.0,0.0,49.0,F,Second level,Single,4,Less than €30K
796788041,No,Silver,2020-10-01,2,5780.0,938,4842.0,0.162,35.0,F,Graduate,Single,3,Less than €30K
732267439,No,Silver,2018-07-01,2,11827.0,0,11827.0,0.0,63.0,F,Primary level,Married,0,Unknown
724107478,No,Silver,2019-07-01,3,2731.0,1692,1039.0,0.62,52.0,M,Graduate,Single,3,€80K - €100K
710121309,No,Silver,2020-01-01,3,3359.0,873,2486.0,0.26,51.0,F,Primary level,Married,2,€30K - €50K
783399577,No,Silver,2020-01-01,0,2708.0,2517,191.0,0.929,48.0,M,Unknown,Divorced,0,€30K - €50K
810846964,No,Silver,2020-08-01,0,4671.0,1933,2738.0,0.414,37.0,F,Primary level,Married,1,Less than €30K
811763888,Yes,Silver,2018-11-01,3,1438.3,0,1438.3,0.0,59.0,F,Unknown,Married,1,Unknown
793128891,Yes,Silver,2020-01-01,2,1438.3,0,1438.3,0.0,50.0,F,Graduate,,2,Less than €30K
739634580,No,Silver,2020-01-01,2,6511.0,1790,4721.0,0.275,49.0,M,Unknown,,2,€50K - €80K
811487782,Yes,Silver,2018-09-01,3,1852.0,0,1852.0,0.0,59.0,F,Unknown,Single,0,€30K - €50K
805978877,No,Silver,2019-01-01,1,3011.0,2138,873.0,0.71,55.0,F,Primary level,Married,2,€30K - €50K
782780639,No,Silver,2020-01-01,1,7473.0,1253,6220.0,0.168,32.0,M,Graduate,Divorced,0,€30K - €50K
779889542,No,Silver,2020-01-01,3,4950.0,1829,3121.0,0.369,52.0,F,Graduate,Married,2,Less than €30K
713435690,No,Silver,2019-02-01,3,25410.0,0,25410.0,0.0,52.0,M,Graduate,Single,3,€80K - €100K
765210182,No,Silver,2019-11-01,2,1521.0,0,1521.0,0.0,43.0,F,Primary level,Single,3,Less than €30K
790326226,No,Silver,2020-01-01,4,19671.0,924,18747.0,0.047,35.0,M,Graduate,Married,3,€50K - €80K
709492401,No,Silver,2019-10-01,3,2786.0,1793,993.0,0.644,47.0,F,Second level,,4,Less than €30K
785667300,No,Silver,2021-06-01,3,4138.0,0,4138.0,0.0,37.0,F,Second level,Married,3,Less than €30K
824592482,Yes,Silver,2019-02-01,3,4041.0,0,4041.0,0.0,51.0,M,Second level,Married,3,€80K - €100K
743070592,No,Silver,2020-05-01,3,1438.3,702,736.3,0.488,56.0,M,Graduate,Married,4,€80K - €100K
771023650,No,Silver,2019-07-01,2,5822.0,2387,3435.0,0.41,51.0,F,Graduate,Married,1,Less than €30K
733794029,No,Silver,2019-06-01,3,1438.3,721,717.3,0.501,53.0,F,Post LC,Married,3,Less than €30K
725303371,No,Silver,2019-12-01,4,15610.0,2048,13562.0,0.131,49.0,M,Graduate,Married,3,€80K - €100K
817056822,No,Silver,2020-04-01,3,4552.0,1144,3408.0,0.251,,M,PhD,Married,4,€80K - €100K
714364258,Yes,Silver,2019-06-01,6,4535.0,0,4535.0,0.0,60.0,M,Second level,Married,4,€50K - €80K
757772083,No,Silver,2018-10-01,3,5479.0,1200,4279.0,0.219,57.0,M,MSc,Divorced,2,€50K - €80K
785093725,No,Silver,2019-06-01,2,2222.0,1398,824.0,0.629,54.0,F,PhD,Married,2,€30K - €50K
714508182,No,Gold,2020-01-01,3,10091.0,0,10091.0,0.0,,F,Primary level,Single,4,Less than €30K
740516611,No,Silver,2020-01-01,3,4661.0,1835,2826.0,0.394,31.0,M,Graduate,Single,0,€30K - €50K
804180421,No,Gold,2021-01-01,2,34516.0,984,33532.0,0.029,31.0,M,Graduate,Single,0,€50K - €80K
778787335,No,Silver,2019-02-01,2,9272.0,982,8290.0,0.106,57.0,M,Second level,Single,1,€100K +
720499988,No,Silver,2020-06-01,4,34516.0,1197,33319.0,0.035,48.0,M,Unknown,Married,4,€100K +
757593112,No,Silver,2020-01-01,2,10566.0,726,9840.0,0.069,36.0,F,Graduate,Single,3,Unknown
727888989,No,Silver,2020-01-01,1,12621.0,912,11709.0,0.072,38.0,F,Primary level,Married,1,Unknown
774915361,No,Silver,2021-12-01,3,6078.0,1478,4600.0,0.243,42.0,F,Post LC,Married,3,Less than €30K
749424792,No,Silver,2020-06-01,3,2016.0,978,1038.0,0.485,40.0,F,Graduate,Single,3,Less than €30K
742714922,No,Silver,2020-04-01,3,24949.0,1749,23200.0,0.07,50.0,F,Primary level,Single,4,Unknown
813028748,No,Silver,2020-02-01,2,4478.0,1700,2778.0,0.38,46.0,F,Second level,Married,4,Less than €30K
761582086,No,Silver,2019-09-01,3,7540.0,773,6767.0,0.103,51.0,F,Second level,Married,3,Less than €30K
729254682,No,Silver,2020-01-01,3,1467.0,0,1467.0,0.0,55.0,M,Unknown,Single,0,€50K - €80K
714393088,No,Silver,2020-02-01,1,2623.0,2121,502.0,0.809,39.0,M,MSc,Single,1,€30K - €50K
803794947,No,Silver,2020-01-01,2,8290.0,1030,7260.0,0.124,48.0,M,Unknown,,3,€50K - €80K
763891320,No,Silver,2019-06-01,2,9525.0,2517,7008.0,0.264,54.0,F,Primary level,Single,1,€30K - €50K
823047527,No,Silver,2021-05-01,3,2084.0,1468,616.0,0.704,44.0,F,Primary level,Single,2,Less than €30K
811204534,No,Silver,2019-06-01,1,8086.0,0,8086.0,0.0,48.0,M,PhD,Single,2,€50K - €80K
711923006,No,Silver,2019-08-01,2,32426.0,578,31848.0,0.018,45.0,M,Graduate,Single,3,€80K - €100K
816187766,Yes,Silver,2020-09-01,4,6572.0,417,6155.0,0.063,,M,PhD,Single,4,€80K - €100K
715564402,No,Silver,2021-12-01,4,10286.0,2286,8000.0,0.222,26.0,F,Second level,Single,0,Unknown
709911286,No,Silver,2020-09-01,2,2077.0,0,2077.0,0.0,46.0,F,Graduate,Single,5,Less than €30K
743360504,No,Silver,2018-05-01,3,6103.0,2517,3586.0,0.412,62.0,M,Graduate,Divorced,0,€50K - €80K
753319446,Yes,Silver,2020-03-01,4,15060.0,0,15060.0,0.0,,M,Primary level,Married,1,€50K - €80K
808227735,No,Silver,2018-05-01,4,13364.0,1318,12046.0,0.099,65.0,M,Unknown,Single,1,€30K - €50K
811565769,No,Silver,2020-04-01,2,3815.0,1190,2625.0,0.312,42.0,F,Second level,Married,3,Less than €30K
786985665,Yes,Silver,2020-01-01,1,1516.0,0,1516.0,0.0,40.0,F,Graduate,Single,3,Less than €30K
815971361,Yes,Silver,2019-07-01,1,1438.3,0,1438.3,0.0,46.0,F,Second level,Married,1,Less than €30K
709420599,Yes,Silver,2020-01-01,2,1693.0,1088,605.0,0.643,47.0,F,Graduate,Married,2,Less than €30K
808645619,No,Silver,2019-10-01,2,2781.0,992,1789.0,0.357,57.0,F,Second level,,3,Less than €30K
720348326,No,Silver,2020-01-01,3,12786.0,1880,10906.0,0.147,56.0,M,Unknown,Married,1,€80K - €100K
796406905,No,Silver,2020-12-01,3,2684.0,1658,1026.0,0.618,39.0,F,Second level,Single,4,Less than €30K
775156477,No,Silver,2020-01-01,3,3040.0,2517,523.0,0.828,52.0,F,Unknown,Married,1,Less than €30K
820932820,No,Silver,2020-01-01,3,5762.0,1890,3872.0,0.328,51.0,M,Unknown,Single,4,€30K - €50K
722888721,No,Silver,2020-03-01,3,3246.0,2517,729.0,0.775,39.0,F,Graduate,Single,2,Less than €30K
799556327,No,Silver,2019-02-01,3,19081.0,2431,16650.0,0.127,53.0,M,Second level,Married,3,€100K +
823892647,Yes,Silver,2020-04-01,4,2140.0,0,2140.0,0.0,50.0,F,Second level,Married,3,Less than €30K
793919154,No,Silver,2021-05-01,3,3232.0,1564,1668.0,0.484,31.0,M,Unknown,Single,1,€30K - €50K
777925608,No,Silver,2021-01-01,1,34516.0,1022,33494.0,0.03,41.0,M,Primary level,Single,2,€100K +
792536136,No,Silver,2019-02-01,2,16494.0,1348,15146.0,0.082,,M,Second level,Single,3,€80K - €100K
756562975,Yes,Silver,2019-11-01,3,34516.0,0,34516.0,0.0,57.0,M,Graduate,Married,4,€100K +
782040202,Yes,Silver,2020-04-01,3,1568.0,0,1568.0,0.0,38.0,F,Second level,Single,2,Less than €30K
772935239,No,Silver,2020-01-01,1,4847.0,1856,2991.0,0.383,63.0,F,Unknown,Single,0,Less than €30K
751338612,No,Silver,2019-04-01,3,1860.0,0,1860.0,0.0,57.0,F,Graduate,Married,2,Less than €30K
794656739,No,Silver,2020-11-01,1,3860.0,1175,2685.0,0.304,38.0,F,Graduate,Single,2,Less than €30K
757636697,Yes,Silver,2019-12-01,1,2173.0,596,1577.0,0.274,47.0,F,Unknown,Single,1,Less than €30K
732669923,No,Silver,2020-01-01,2,4902.0,2517,2385.0,0.513,47.0,F,Second level,Single,4,€30K - €50K
785694035,No,Silver,2020-01-01,0,4228.0,1886,2342.0,0.446,40.0,F,Primary level,Married,4,Less than €30K
714196508,No,Silver,2018-11-01,2,1609.0,0,1609.0,0.0,57.0,F,Second level,Married,1,Less than €30K
749745845,No,Gold,2019-11-01,2,32417.0,871,31546.0,0.027,53.0,M,Primary level,Married,3,€50K - €80K
763490064,Yes,Silver,2018-12-01,4,10533.0,330,10203.0,0.031,57.0,F,Graduate,Married,4,Unknown
818003635,No,Silver,2020-07-01,1,2593.0,1660,933.0,0.64,35.0,F,Primary level,Married,1,Less than €30K
714946767,No,Silver,2020-02-01,2,17884.0,2096,15788.0,0.117,45.0,M,Post LC,Married,2,€50K - €80K
757444926,No,Silver,2020-02-01,2,14854.0,2136,12718.0,0.144,50.0,M,Second level,Married,3,€50K - €80K
807698943,No,Silver,2018-05-01,2,28410.0,1608,26802.0,0.057,65.0,M,PhD,Single,0,Unknown
733653676,No,Silver,2019-09-01,4,2827.0,1182,1645.0,0.418,48.0,F,Primary level,Single,3,Unknown
758866367,No,Silver,2019-04-01,2,3031.0,1787,1244.0,0.59,55.0,M,Second level,Single,4,€50K - €80K
794515283,No,Silver,2020-05-01,2,10682.0,1334,9348.0,0.125,41.0,M,Post LC,Married,1,€30K - €50K
808916627,No,Silver,2020-06-01,3,2517.0,1336,1181.0,0.531,40.0,F,Primary level,Married,4,€30K - €50K
814030831,No,Gold,2020-06-01,3,34516.0,2120,32396.0,0.061,42.0,M,Graduate,Single,3,€80K - €100K
803062385,No,Silver,2020-01-01,1,2695.0,0,2695.0,0.0,55.0,F,Graduate,Single,0,Less than €30K
824547562,No,Silver,2020-01-01,3,3992.0,1289,2703.0,0.323,37.0,F,Graduate,Married,1,Less than €30K
721831798,No,Silver,2020-01-01,3,34458.0,846,33612.0,0.025,39.0,M,Primary level,Single,1,€80K - €100K
769313803,No,Silver,2020-01-01,2,9766.0,1575,8191.0,0.161,44.0,F,Second level,Single,3,Unknown
780708065,No,Silver,2020-02-01,2,1850.0,621,1229.0,0.336,49.0,F,MSc,Single,4,€30K - €50K
734312892,Yes,Silver,2020-01-01,3,6071.0,0,6071.0,0.0,36.0,F,Unknown,Single,2,Less than €30K
778739857,No,Gold,2020-01-01,2,30501.0,2030,28471.0,0.067,46.0,M,Primary level,Single,0,€50K - €80K
777387148,No,Silver,2020-01-01,1,2535.0,1352,1183.0,0.533,37.0,F,Second level,Single,2,Less than €30K
828273766,No,Silver,2020-04-01,3,4131.0,785,3346.0,0.19,44.0,M,Graduate,Single,3,€80K - €100K
802261719,No,Gold,2019-12-01,2,34516.0,1440,33076.0,0.042,43.0,M,Graduate,Single,1,€80K - €100K
756176671,No,Silver,2021-12-01,3,3038.0,1460,1578.0,0.481,26.0,F,Second level,Single,0,Unknown
811931430,No,Silver,2019-01-01,2,21740.0,0,21740.0,0.0,61.0,M,Primary level,Single,0,€80K - €100K
720476648,No,Gold,2020-01-01,1,34516.0,1913,32603.0,0.055,47.0,M,Graduate,Married,0,€80K - €100K
827451459,No,Silver,2019-03-01,4,2266.0,0,2266.0,0.0,53.0,F,Graduate,Single,1,Less than €30K
768315601,No,Silver,2020-07-01,3,5869.0,0,5869.0,0.0,50.0,F,Second level,Married,4,Unknown
814776706,No,Silver,2019-11-01,2,2002.0,1448,554.0,0.723,44.0,F,Post LC,Divorced,3,Unknown
775785519,No,Silver,2019-11-01,0,2144.0,1492,652.0,0.696,52.0,F,Graduate,Single,5,Less than €30K
737113150,No,Gold,2020-05-01,3,34516.0,1182,33334.0,0.034,40.0,M,Second level,,2,€80K - €100K
748447037,No,Silver,2020-01-01,3,2652.0,0,2652.0,0.0,43.0,F,Primary level,Single,3,Less than €30K
757078108,No,Silver,2018-10-01,1,4920.0,1142,3778.0,0.232,64.0,F,Graduate,Married,0,Less than €30K
796763551,No,Silver,2021-01-01,4,7536.0,1272,6264.0,0.169,30.0,F,Primary level,Single,1,Unknown
722731467,Yes,Silver,2020-01-01,3,3187.0,986,2201.0,0.309,50.0,F,Primary level,Single,3,Unknown
756441633,No,Silver,2019-07-01,3,9036.0,2327,6709.0,0.258,51.0,M,Unknown,Single,1,€100K +
749251827,No,Silver,2020-01-01,3,4838.0,1338,3500.0,0.277,33.0,F,Graduate,Single,3,Less than €30K
807573901,No,Silver,2019-04-01,2,21328.0,0,21328.0,0.0,51.0,M,Primary level,,3,€80K - €100K
791181038,Yes,Silver,2020-12-01,1,2024.0,0,2024.0,0.0,39.0,F,Second level,Married,1,Less than €30K
819347297,No,Silver,2020-01-01,3,6715.0,1314,5401.0,0.196,32.0,F,Post LC,Married,0,Unknown
792413083,No,Gold,2020-01-01,1,11884.0,1339,10545.0,0.113,47.0,F,Primary level,Married,3,Less than €30K
827249918,No,Silver,2020-01-01,3,12813.0,1998,10815.0,0.156,54.0,M,Second level,Single,1,€80K - €100K
811020327,Yes,Silver,2021-07-01,4,4377.0,2517,1860.0,0.575,30.0,F,Graduate,Married,1,Unknown
815762037,Yes,Silver,2020-10-01,2,2904.0,2517,387.0,0.867,35.0,M,PhD,Single,1,€80K - €100K
758394468,No,Silver,2020-04-01,1,6225.0,1596,4629.0,0.256,45.0,F,Second level,,3,Less than €30K
722367054,Yes,Silver,2020-06-01,4,4946.0,0,4946.0,0.0,49.0,F,Graduate,Single,3,Unknown
792654836,No,Silver,2020-01-01,4,5688.0,914,4774.0,0.161,59.0,F,Graduate,Married,0,Less than €30K
754732652,No,Silver,2018-12-01,1,2414.0,2276,138.0,0.943,55.0,F,MSc,Married,2,Less than €30K
796898879,No,Silver,2020-01-01,3,2473.0,1675,798.0,0.677,50.0,F,Primary level,Married,3,Less than €30K
717238489,No,Silver,2018-07-01,2,3077.0,1646,1431.0,0.535,61.0,M,Graduate,Married,0,€30K - €50K
795047974,No,Silver,2020-01-01,2,1936.0,0,1936.0,0.0,51.0,F,Post LC,Married,3,Less than €30K
709092788,No,Silver,2020-05-01,3,3080.0,1776,1304.0,0.577,44.0,F,Graduate,,2,Less than €30K
761293010,Yes,Silver,2020-07-01,3,1438.3,0,1438.3,0.0,42.0,F,PhD,Single,3,Less than €30K
756983875,No,Silver,2018-11-01,2,23412.0,1078,22334.0,0.046,,M,Graduate,Married,1,€80K - €100K
788003774,No,Silver,2021-02-01,3,8597.0,903,7694.0,0.105,50.0,F,Graduate,Married,5,Less than €30K
810221874,No,Gold,2020-07-01,2,34516.0,1963,32553.0,0.057,,F,Second level,Single,4,Unknown
750813992,No,Silver,2020-07-01,3,3417.0,2517,900.0,0.737,41.0,F,Post LC,Married,4,€30K - €50K
794039767,No,Silver,2019-01-01,4,2440.0,1083,1357.0,0.444,,F,Post LC,Single,1,Less than €30K
748850120,No,Silver,2020-04-01,4,5330.0,1161,4169.0,0.218,50.0,F,Unknown,Single,5,€30K - €50K
790678620,Yes,Silver,2020-04-01,3,2111.0,1761,350.0,0.834,43.0,M,Graduate,Married,2,€80K - €100K
742335958,No,Gold,2020-11-01,2,34516.0,904,33612.0,0.026,42.0,M,Post LC,Single,3,€80K - €100K
716319712,No,Silver,2020-02-01,2,1438.3,1080,358.3,0.751,45.0,F,Primary level,Married,1,Less than €30K
771134370,No,Silver,2019-10-01,1,2035.0,1343,692.0,0.66,56.0,F,Post LC,,4,Less than €30K
748262855,No,Silver,2020-12-01,2,2732.0,1746,986.0,0.639,29.0,F,Graduate,Married,2,Less than €30K
725514614,No,Silver,2019-06-01,0,3206.0,0,3206.0,0.0,50.0,F,PhD,Single,2,Less than €30K
784925149,No,Silver,2018-08-01,2,5798.0,1794,4004.0,0.309,58.0,F,Graduate,Married,3,Less than €30K
753728352,Yes,Silver,2020-01-01,3,1438.3,0,1438.3,0.0,43.0,F,Primary level,Married,3,€30K - €50K
801981656,No,Silver,2021-05-01,3,8592.0,1201,7391.0,0.14,29.0,M,Primary level,Married,0,€50K - €80K
806071408,No,Silver,2019-03-01,1,5184.0,1856,3328.0,0.358,57.0,F,Second level,Married,2,Less than €30K
783531323,No,Silver,2020-03-01,0,13771.0,2517,11254.0,0.183,43.0,M,Unknown,Single,3,€50K - €80K
774238827,No,Silver,2019-06-01,5,16748.0,2413,14335.0,0.144,54.0,M,Second level,Married,4,€80K - €100K
744985886,No,Silver,2020-06-01,2,1555.0,986,569.0,0.634,38.0,F,PhD,Single,2,Less than €30K
714825693,No,Silver,2020-04-01,1,13490.0,1567,11923.0,0.116,50.0,M,Primary level,Married,4,€80K - €100K
726516659,No,Silver,2019-11-01,3,3682.0,0,3682.0,0.0,45.0,F,Unknown,Married,2,Less than €30K
722481204,No,Silver,2019-03-01,2,1438.3,0,1438.3,0.0,65.0,F,Unknown,Single,1,Unknown
773085207,No,Silver,2019-09-01,0,3981.0,0,3981.0,0.0,46.0,M,Second level,Married,2,€30K - €50K
754988537,No,Silver,2019-04-01,3,3185.0,1820,1365.0,0.571,55.0,F,Unknown,Single,2,Less than €30K
729830765,No,Silver,2019-01-01,4,20803.0,1446,19357.0,0.07,61.0,M,Unknown,Single,0,€50K - €80K
793146853,No,Silver,2018-08-01,4,2084.0,1647,437.0,0.79,64.0,M,Graduate,Married,0,Less than €30K
720999839,No,Silver,2019-04-01,3,2495.0,1354,1141.0,0.543,53.0,F,Second level,Married,3,Unknown
737199060,No,Silver,2020-01-01,3,2038.0,0,2038.0,0.0,49.0,F,Unknown,Married,5,€30K - €50K
820451905,No,Silver,2020-11-01,1,3540.0,1173,2367.0,0.331,31.0,F,Graduate,Married,0,Less than €30K
721699307,No,Platinum,2021-06-01,3,22725.0,808,21917.0,0.036,35.0,M,Unknown,Single,3,€30K - €50K
802362913,No,Silver,2019-10-01,0,8148.0,701,7447.0,0.086,51.0,F,Primary level,Married,3,Less than €30K
762889270,No,Silver,2021-01-01,2,13363.0,1230,12133.0,0.092,38.0,M,Second level,Married,1,€80K - €100K
748430787,No,Silver,2020-11-01,2,1783.0,1282,501.0,0.719,,F,Graduate,Single,4,Less than €30K
769433300,Yes,Silver,2020-01-01,3,2740.0,2425,315.0,0.885,52.0,F,Unknown,Married,4,Less than €30K
751500959,No,Silver,2020-01-01,4,4112.0,0,4112.0,0.0,,M,Graduate,Married,4,€30K - €50K
709875519,No,Silver,2020-05-01,0,26945.0,727,26218.0,0.027,38.0,F,Unknown,Single,3,Unknown
760487014,Yes,Silver,2020-01-01,3,13019.0,0,13019.0,0.0,40.0,F,Primary level,Married,2,Unknown
763403799,No,Silver,2019-02-01,3,3049.0,1151,1898.0,0.378,51.0,F,Unknown,Divorced,0,Less than €30K
766990676,No,Platinum,2020-01-01,2,34516.0,0,34516.0,0.0,45.0,M,Primary level,Divorced,4,€80K - €100K
805592367,No,Silver,2019-10-01,2,5448.0,0,5448.0,0.0,51.0,F,Second level,Single,1,Unknown
815824100,No,Silver,2020-03-01,2,1533.0,728,805.0,0.475,45.0,F,Graduate,Married,3,€30K - €50K
750659829,No,Silver,2021-05-01,2,2516.0,2378,138.0,0.945,26.0,F,Unknown,Married,0,Less than €30K
734918209,No,Silver,2020-06-01,3,4311.0,822,3489.0,0.191,42.0,F,Graduate,Married,2,Less than €30K
718565335,No,Silver,2020-12-01,2,23991.0,2307,21684.0,0.096,35.0,M,Second level,Married,1,€80K - €100K
772783091,No,Gold,2020-01-01,2,34516.0,1686,32830.0,0.049,54.0,M,Unknown,Single,5,€100K +
717847040,Yes,Silver,2020-01-01,4,4267.0,0,4267.0,0.0,46.0,M,Graduate,Married,3,€50K - €80K
744287374,No,Silver,2020-12-01,1,1438.3,0,1438.3,0.0,37.0,F,Graduate,Married,2,Less than €30K
744727464,No,Silver,2020-01-01,2,6139.0,1585,4554.0,0.258,53.0,M,Primary level,Married,4,€50K - €80K
754814323,No,Platinum,2020-08-01,1,34516.0,1930,32586.0,0.056,48.0,M,Second level,Single,4,€50K - €80K
741885452,No,Silver,2019-10-01,4,14290.0,1432,12858.0,0.1,49.0,M,Second level,Divorced,4,€80K - €100K
734416462,Yes,Silver,2018-10-01,4,1438.3,0,1438.3,0.0,59.0,F,Primary level,Married,2,Less than €30K
752471972,No,Silver,2020-02-01,3,9030.0,2369,6661.0,0.262,55.0,M,Graduate,Married,5,€80K - €100K
756389085,No,Silver,2019-10-01,3,9966.0,0,9966.0,0.0,50.0,F,PhD,Single,3,Less than €30K
737345650,No,Silver,2020-01-01,1,2754.0,2152,602.0,0.781,48.0,M,Graduate,Single,1,€80K - €100K
808405740,,Silver,2018-09-01,4,12291.0,2289,10002.0,0.186,57.0,M,Primary level,Single,2,€30K - €50K
769999320,No,Silver,2020-01-01,2,2857.0,2517,340.0,0.881,55.0,F,Unknown,Married,1,Less than €30K
749439335,No,Silver,2020-01-01,3,17374.0,2517,14857.0,0.145,54.0,M,MSc,Married,4,€100K +
787812214,No,Silver,2020-01-01,1,12299.0,1664,10635.0,0.135,50.0,M,Post LC,Married,2,€50K - €80K
720185811,No,Silver,2020-12-01,3,4493.0,1388,3105.0,0.309,31.0,M,Second level,Single,0,€30K - €50K
822164884,No,Silver,2020-12-01,3,1616.0,966,650.0,0.598,43.0,F,Primary level,Single,3,Less than €30K
792474670,No,Silver,2020-05-01,2,34516.0,1344,33172.0,0.039,44.0,M,Graduate,Married,3,€100K +
793741851,Yes,Silver,2019-06-01,3,1670.0,0,1670.0,0.0,48.0,F,Second level,Married,3,Less than €30K
721532291,No,Silver,2020-01-01,3,1963.0,1549,414.0,0.789,49.0,M,Unknown,Single,4,Less than €30K
818724162,No,Gold,2018-07-01,3,13062.0,1731,11331.0,0.133,60.0,F,Primary level,Married,1,Less than €30K
